,tokens,BIO_str,BIO_nums,BIO_list
1139,"Он и о нас писал « наверх » , но больше всего писал о чехах .",O O O O O O O O O O O O O O B-CHAR O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O']"
1140,"В истории литературы настоящие писатели старались не убивать друг друга даже на дуэли , а у нас подряд — два убийства .",O O O O B-CHAR O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1141,"И она себя считает марксистской-ленинисткой и поэтому против всех систем и диктатур , в том числе и против советской .",O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1142,Мы с Пластом * пришли писать в вагон .,O O B-PER O O O O O O,"[10, 10, 6, 10, 10, 10, 10, 10, 10]","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
1146,"Духовное начало , конечно же , поддерживает мастерство на должном уровне , и есть задел .",O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1147,"А мы — ленивые , зажравшиеся , мы — его величество рабочий класс .",O O O O O O O O O O O B-CHAR I-CHAR O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'I-CHAR', 'O']"
1148,Да всю жизнь испытывают !,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1149,Но почему я поймал себя на этой мысли ?,O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1151,"Евстигнеев заболел , и мне позвонили оттуда : ваш отпуск закончен , теперь вы должны ...",B-PER O O O O O O O O O O O O O O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1154,"А чтобы такой « валюты » было больше , « духи » дали команду своему воинству захватывать советских военнослужащих .",O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1156,Прекратил сопротивление .,O O O,"[10, 10, 10]","['O', 'O', 'O']"
1157,"Обычная , нормальная опера , далеко не лучшая у Чайковского , есть несколько хороших музыкальных моментов , а в основном банальная , и даже туповатая музыка , особенно хоры , да еще неинтересная симфоническая картина Полтавского боя ( на уровне крепкого ремесленника Римского-Корсакова ) .",O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
1158,А если чего — и в рожу …,O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1159,"Во время Хостинской операции , находясь на блоке , рубил дрова .",O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1160,"Саперное дело надо осваивать только на практике , на опыте .",O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1162,"Люди доползли до него , но 5 ч . не могли сбросить панель , не было чем .",O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1163,М . С . « жался » ...,B-PER I-PER I-PER I-PER O O O O,"[6, 7, 7, 7, 10, 10, 10, 10]","['B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O']"
1165,Сектор установил связи с учеными академических институтов и высших учебных заведений .,O O O O B-CHAR O O O O O O O,"[10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1166,Там уже к Веничкиному дню рождения расставлены столы .,O O O B-PER O O O O O,"[10, 10, 10, 6, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
1167,И . : — Вам идет улыбка .,O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1168,"Глаголин : — Когда я вхожу в театр и вижу , что на одной сцене идет « Мизантроп » , а на другой — « Зори » , спектакли , поставленные совершенно противоположными , разными режиссерами , в разных манерах , меня охватывают безотчетная радость и гордость нашего существования .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHAR O O O O O O O O O O O O O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1169,"Удивляюсь , как мы все не сдохли здесь .",O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1170,"В большой вонциммер нарядная ёлка между каменными торсами из Камбоджи и Тайланда , картина « большой красноватый стул » Бориса Биргера стоит на полу у стены и неподалеку на стене портрет пра-пра-прадеда Германа ( XVI-XVII век ) .",O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O B-CHAR B-PER O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 6, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
1172,У Кларки опять бесконечные жалобы : полчаса ныла в трубку про круг своих забот — поди тяжко .,O B-PER O O O O O O O O O O O O O O O O,"[10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1174,Сегодня утром разговаривали с Грачевым .,O O O O B-PER O,"[10, 10, 10, 10, 6, 10]","['O', 'O', 'O', 'O', 'B-PER', 'O']"
1176,Сочельник .,O O,"[10, 10]","['O', 'O']"
1178,"Это перемещаются куда-то кочевники ( кучи , по-местному ) .",O O O B-CHAR O B-CHAR O O O O,"[10, 10, 10, 8, 10, 8, 10, 10, 10, 10]","['O', 'O', 'O', 'B-CHAR', 'O', 'B-CHAR', 'O', 'O', 'O', 'O']"
1179,Осмотрела выставку Владимира Яковлева .,O O B-PER I-PER O,"[10, 10, 6, 7, 10]","['O', 'O', 'B-PER', 'I-PER', 'O']"
1180,"До нас доносятся все больше голоса скептиков , уж очень быстро мы ко всему привыкаем , ведь сколько из того , что происходит сегодня , особенно из того , что публикуется , казалось не только три года назад , но и полгода назад невозможным !? ...",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1182,Теплилась алая лампадка .,O O O O,"[10, 10, 10, 10]","['O', 'O', 'O', 'O']"
1183,"В театрах выдающихся постановок давно нет ( я слышала ) , но и хожу все реже .",O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1186,"Единственное обоснование , которое формально звучит для кого-то , впрочем очень немногих , — это что Ландсбергис и Ко нарушают Конституцию СССР .",O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1187,Предложу это М . С . В понедельник М . С . примет Харта ( американский сенатор ) и посла Англии .,O O B-PER I-PER I-PER I-PER O O B-PER I-PER I-PER I-PER O B-PER O O B-CHAR O O B-CHAR B-LOC O,"[10, 10, 6, 7, 7, 7, 10, 10, 6, 7, 7, 7, 10, 6, 10, 10, 8, 10, 10, 8, 0, 10]","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'O', 'O', 'B-CHAR', 'O', 'O', 'B-CHAR', 'B-LOC', 'O']"
1188,"Элла с вечера говорила , что есть поклонники активного и пассивного воспитания , но я не определила , какую точку зрения поддерживает она сама .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1189,Вчера и сегодня в Рейкьявике идут переговоры между Горбачевым и Рейганом .,O O O O B-LOC O O O B-PER O B-PER O,"[10, 10, 10, 10, 0, 10, 10, 10, 6, 10, 6, 10]","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O']"
1191,На работе у нас какой-то кризис .,O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1192,Это самый близкий из 11 районов который выполняет самую большую работу по заливке бетона в « гробницы » Саркофаг .,O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1193,"Срочно стали ловить погоду Кемерова , там ветер по полосе .",O O O O B-LOC O O O O O O,"[10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
1194,"Воодушевлённый очередным воскрешением предпринимательства , Ксан Ксаныч хочет превратить свою Выру в « потёмкинскую деревню » — сдавать музейное подворье под свадебные торжества в « народном » стиле .",O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 6, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1195,На следующий день он подал заявление о выходе из партии 1991.08.19 .,O O O O O O O O O B-ORG O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
1198,"Ну вообщем приехали на вокзал , сели в поезд .",O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1199,Женя принес « Огоньки » и « Известия » со статьей ** Бориса ** ** Васильева ** .,B-PER O O O O O O O O O O O B-PER I-PER I-PER I-PER O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O']"
1200,« Тайный » ( по всем прошлым понятиям ) доклад Рыжкова на заседании Президентского совета и Совета Федерации .,O O O O O O O O O O B-PER O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1202,"Об этом узнала милиция , в общем , тоже парень год получит .",O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1203,"Смотрел на краешек здания музея , видневшегося со двора « Ташкентского » гастронома и думал о том , как много лет отдано ему , вспоминал Игоря Витальевича , как мы ранними утрами уезжали на раскопки .",O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1204,Он считается колыбелью зарождения мексиканской цивилизации .,O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1205,"Сейчас для всех важно , кто займет это место , от этого во многом зависят и выступления , и кормушка ( которой все равно нет ) , и отсутствующие в перспективе публикации .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1206,Онегин » В Москве надо будет найти « Кюхлю » Тынянова .,O O O B-LOC O O O O O O O O,"[10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1209,*** Обнинск . *** После эйфории первой страницы начался спад .,O B-LOC O O O O O O O O O,"[10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1210,"В 4 уснула , проснулась в 7 и в 9 совсем , и все время с тяжестью .",O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
